fid,provinsi,kecamatan,desa,kabkot
9581,SUMATERA UTARA,BERINGIN,SIDOARJO DUA RAMUNIA,DELI SERDANG
9582,SUMATERA UTARA,STM HILIR,LAU BARUS BARU,DELI SERDANG
9583,SUMATERA UTARA,LUBUK PAKAM,PASAR MELINTANG,DELI SERDANG
9584,SUMATERA UTARA,GALANG,BATU LOKONG,DELI SERDANG
9585,SUMATERA UTARA,PANTAI LABU,SEI TUAN,DELI SERDANG
9586,SUMATERA UTARA,TANJUNG MORAWA,TELAGA SARI,DELI SERDANG
9587,SUMATERA UTARA,BERINGIN,SIDODADI RAMUNIA,DELI SERDANG
9588,SUMATERA UTARA,TANJUNG MORAWA,DAGANG KELAMBIR,DELI SERDANG
9589,SUMATERA UTARA,PERCUT SEI TUAN,KOLAM,DELI SERDANG
9590,SUMATERA UTARA,TANJUNG MORAWA,BANGUN SARI,DELI SERDANG
9591,SUMATERA UTARA,PAGAR MERBAU,TANJUNG GARBUS II,DELI SERDANG
9592,SUMATERA UTARA,BERINGIN,KARANG ANYAR,DELI SERDANG
9593,SUMATERA UTARA,GALANG,KOTASAN,DELI SERDANG
9594,SUMATERA UTARA,BATANG KUIS,BAKARAN BATU,DELI SERDANG
9595,SUMATERA UTARA,PAGAR MERBAU,SIDOARJO SATU JATIBARU,DELI SERDANG
9596,SUMATERA UTARA,LUBUK PAKAM,SEKIP,DELI SERDANG
9597,SUMATERA UTARA,TANJUNG MORAWA,DALU 10 A,DELI SERDANG
9598,SUMATERA UTARA,STM HILIR,TADUKAN RAGA,DELI SERDANG
9599,SUMATERA UTARA,GALANG,PAYA SAMPIR,DELI SERDANG
9600,SUMATERA UTARA,GUNUNG MERIAH,PEKAN GUNUNG MERIAH,DELI SERDANG
9601,SUMATERA UTARA,TANJUNG MORAWA,BANGUN REJO,DELI SERDANG
9602,SUMATERA UTARA,BERINGIN,EMPLASMEN KUALA NAMU,DELI SERDANG
9603,SUMATERA UTARA,BATANG KUIS,SENA,DELI SERDANG
9604,SUMATERA UTARA,TANJUNG MORAWA,LENGAU SERPANG,DELI SERDANG
9605,SUMATERA UTARA,BATANG KUIS,SUGIHARJO,DELI SERDANG
9606,SUMATERA UTARA,GALANG,JAHARUM B,DELI SERDANG
9607,SUMATERA UTARA,PAGAR MERBAU,SUKAMANDI HULU,DELI SERDANG
9608,SUMATERA UTARA,BERINGIN,PASAR ENAM KUALA NAMU,DELI SERDANG
9609,SUMATERA UTARA,BANGUN PURBA,BANGUN PURBA TENGAH,DELI SERDANG
9610,SUMATERA UTARA,BANGUN PURBA,BATU RATA,DELI SERDANG
9611,SUMATERA UTARA,BANGUN PURBA,SUKA LUWE,DELI SERDANG
9612,SUMATERA UTARA,BANGUN PURBA,BATU GINGGING,DELI SERDANG
9613,SUMATERA UTARA,BANGUN PURBA,BANDAR MERIAH,DELI SERDANG
9614,SUMATERA UTARA,GALANG,GALANG KOTA,DELI SERDANG
9615,SUMATERA UTARA,HAMPARAN PERAK,PALUH MANAN,DELI SERDANG
9616,SUMATERA UTARA,BATANG KUIS,SIDODADI,DELI SERDANG
9617,SUMATERA UTARA,BERINGIN,TUMPATAN,DELI SERDANG
9618,SUMATERA UTARA,HAMPARAN PERAK,TANDAM HILIR DUA,DELI SERDANG
9619,SUMATERA UTARA,HAMPARAN PERAK,HAMPARAN PERAK,DELI SERDANG
9620,SUMATERA UTARA,HAMPARAN PERAK,KLUMPANG KEBON,DELI SERDANG
9621,SUMATERA UTARA,HAMPARAN PERAK,KLAMBIR LIMA KEBON,DELI SERDANG
9622,SUMATERA UTARA,LABUHAN DELI,HELVETIA,DELI SERDANG
9623,SUMATERA UTARA,LABUHAN DELI,MANUNGGAL,DELI SERDANG
9624,SUMATERA UTARA,GALANG,SUNGEI PUTIH,DELI SERDANG
9625,SUMATERA UTARA,GALANG,BANDAR KWALA,DELI SERDANG
9626,SUMATERA UTARA,GALANG,KAMPUNG PAKU,DELI SERDANG
9627,SUMATERA UTARA,STM HULU,SIPINGGAN,DELI SERDANG
9628,SUMATERA UTARA,STM HULU,SIBUNGA BUNGA HILIR,DELI SERDANG
9629,SUMATERA UTARA,BANGUN PURBA,SIBAGANDING,DELI SERDANG
9630,SUMATERA UTARA,BANGUN PURBA,MABAR,DELI SERDANG
9631,SUMATERA UTARA,STM HULU,GUNUNG MANUMPAK A,DELI SERDANG
9632,SUMATERA UTARA,STM HULU,RUMAH SUMBUL,DELI SERDANG
9633,SUMATERA UTARA,STM HULU,RUMAH SUMBUL,DELI SERDANG
9634,SUMATERA UTARA,BANGUN PURBA,RUMAH DELENG,DELI SERDANG
9635,SUMATERA UTARA,PAGAR MERBAU,PAGAR MERBAU II,DELI SERDANG
9636,SUMATERA UTARA,PAGAR MERBAU,PAGAR MERBAU I,DELI SERDANG
9637,SUMATERA UTARA,PAGAR MERBAU,SIDOARJO SATU PASAR MIRING,DELI SERDANG
9638,SUMATERA UTARA,GALANG,KRAMAT GAJAH,DELI SERDANG
9639,SUMATERA UTARA,GALANG,JAHARUM A,DELI SERDANG
9640,SUMATERA UTARA,GALANG,TANAH ABANG,DELI SERDANG
9641,SUMATERA UTARA,HAMPARAN PERAK,TANDAM HILIR SATU,DELI SERDANG
9642,SUMATERA UTARA,HAMPARAN PERAK,BULU CINA,DELI SERDANG
9643,SUMATERA UTARA,HAMPARAN PERAK,KAMPUNG TANDAM HULU SATU,DELI SERDANG
9644,SUMATERA UTARA,SUNGGAL,SERBA JADI,DELI SERDANG
9645,SUMATERA UTARA,SUNGGAL,SEI SEMAYANG,DELI SERDANG
9646,SUMATERA UTARA,SUNGGAL,SEI MENCIRIM,DELI SERDANG
9647,SUMATERA UTARA,SUNGGAL,TELAGA SARI,DELI SERDANG
9648,SUMATERA UTARA,KUTALIMBARU,PASAR X,DELI SERDANG
9649,SUMATERA UTARA,KUTALIMBARU,SILEBO LEBO,DELI SERDANG
9650,SUMATERA UTARA,KUTALIMBARU,LAU BAKERI,DELI SERDANG
9651,SUMATERA UTARA,KUTALIMBARU,SEI MENCIRIM,DELI SERDANG
9652,SUMATERA UTARA,KUTALIMBARU,NAMO RUBE JULU,DELI SERDANG
9653,SUMATERA UTARA,LABUHAN DELI,PEMATANG JOHAR,DELI SERDANG
9654,SUMATERA UTARA,PERCUT SEI TUAN,TANJUNG SELAMAT,DELI SERDANG
9655,SUMATERA UTARA,PERCUT SEI TUAN,SAMPALI,DELI SERDANG
9656,SUMATERA UTARA,PERCUT SEI TUAN,MEDAN ESTATE,DELI SERDANG
9657,SUMATERA UTARA,PERCUT SEI TUAN,HUTAN,DELI SERDANG
9658,SUMATERA UTARA,PERCUT SEI TUAN,AMPLAS,DELI SERDANG
9659,SUMATERA UTARA,PATUMBAK,MARINDAL DUA,DELI SERDANG
9660,SUMATERA UTARA,PATUMBAK,PATUMBAK KAMPUNG,DELI SERDANG
9661,SUMATERA UTARA,PATUMBAK,MARINDAL SATU,DELI SERDANG
9662,SUMATERA UTARA,DELI TUA,MEKAR SARI,DELI SERDANG
9663,SUMATERA UTARA,SUNGGAL,HELVETIA,DELI SERDANG
9664,SUMATERA UTARA,SUNGGAL,TANJUNG GUSTA,DELI SERDANG
9665,SUMATERA UTARA,SUNGGAL,KAMPUNG LALANG,DELI SERDANG
9666,SUMATERA UTARA,SUNGGAL,PAYA GELI,DELI SERDANG
9667,SUMATERA UTARA,SUNGGAL,SEI BERAS SEKATA,DELI SERDANG
9668,SUMATERA UTARA,SUNGGAL,SUNGGAL KANAN,DELI SERDANG
9669,SUMATERA UTARA,SUNGGAL,TANJUNG SELAMAT,DELI SERDANG
9670,SUMATERA UTARA,PANCUR BATU,TANJUNG ANOM,DELI SERDANG
9671,SUMATERA UTARA,PANCUR BATU,B A R U,DELI SERDANG
9672,SUMATERA UTARA,PANCUR BATU,L A M A,DELI SERDANG
9673,SUMATERA UTARA,PANCUR BATU,KAMPUNG TENGAH,DELI SERDANG
9674,SUMATERA UTARA,PANCUR BATU,HULU,DELI SERDANG
9675,SUMATERA UTARA,PANCUR BATU,NAMO SIMPUR,DELI SERDANG
9676,SUMATERA UTARA,PANCUR BATU,NAMO BINTANG,DELI SERDANG
9677,SUMATERA UTARA,PANCUR BATU,SIMALINGKAR A,DELI SERDANG
9678,SUMATERA UTARA,PANCUR BATU,DURIN TUNGGAL,DELI SERDANG
9679,SUMATERA UTARA,NAMO RAMBE,UJUNG LABUHEN,DELI SERDANG
9680,SUMATERA UTARA,DELI TUA,DELI TUA,DELI SERDANG
9681,SUMATERA UTARA,DELI TUA,KEDAI DURIAN,DELI SERDANG
9682,SUMATERA UTARA,NAMO RAMBE,DELI TUA,DELI SERDANG
9683,SUMATERA UTARA,PERCUT SEI TUAN,TANJUNG REJO,DELI SERDANG
9684,SUMATERA UTARA,PANGKALANSUSU,PULAU SEMBILAN,LANGKAT
9685,SUMATERA UTARA,PANGKALANSUSU,BUKIT JENGKOL,LANGKAT
9686,SUMATERA UTARA,PANGKALANSUSU,PINTU AIR,LANGKAT
9687,SUMATERA UTARA,PANGKALANSUSU,TANJUNG PASIR,LANGKAT
9688,SUMATERA UTARA,PANGKALANSUSU,SUNGAI SIUR,LANGKAT
9689,SUMATERA UTARA,PANGKALANSUSU,PAYA TAMPAK,LANGKAT
9690,SUMATERA UTARA,PANGKALANSUSU,ALUR CEMPEDAK,LANGKAT
9691,SUMATERA UTARA,BESITANG,BUKIT KUBU,LANGKAT
9692,SUMATERA UTARA,BESITANG,KAMPUNG LAMA,LANGKAT
9693,SUMATERA UTARA,BESITANG,PEKAN BESITANG,LANGKAT
9694,SUMATERA UTARA,BESITANG,SEKOCI,LANGKAT
9695,SUMATERA UTARA,BESITANG,PIR ADB BESITANG,LANGKAT
9696,SUMATERA UTARA,BRANDAN BARAT,SUNGAI TUALANG,LANGKAT
9697,SUMATERA UTARA,BRANDAN BARAT,TANGKAHAN DURIAN,LANGKAT
9698,SUMATERA UTARA,BRANDAN BARAT,LUBUK KASIH,LANGKAT
9699,SUMATERA UTARA,BRANDAN BARAT,LUBUK KERTANG,LANGKAT
9700,SUMATERA UTARA,BRANDAN BARAT,PANGKALAN BATU,LANGKAT
9701,SUMATERA UTARA,BRANDAN BARAT,PERLIS,LANGKAT
9702,SUMATERA UTARA,BRANDAN BARAT,KELANTAN,LANGKAT
9703,SUMATERA UTARA,SEI LEPAN,SEI BILAH TIMUR,LANGKAT
9704,SUMATERA UTARA,SEI LEPAN,SEI BILAH,LANGKAT
9705,SUMATERA UTARA,SEI LEPAN,PURAKA I,LANGKAT
9706,SUMATERA UTARA,SEI LEPAN,ALUR DUA BARU,LANGKAT
9707,SUMATERA UTARA,SEI LEPAN,PURAKA II,LANGKAT
9708,SUMATERA UTARA,SEI LEPAN,ALUR DUA,LANGKAT
9709,SUMATERA UTARA,SEI LEPAN,LAMA,LANGKAT
9710,SUMATERA UTARA,SEI LEPAN,LAMA BARU,LANGKAT
9711,SUMATERA UTARA,SEI LEPAN,MEKAR MAKMUR,LANGKAT
9712,SUMATERA UTARA,SEI LEPAN,TELAGA SAID,LANGKAT
9713,SUMATERA UTARA,SEI LEPAN,HARAPAN BARU,LANGKAT
9714,SUMATERA UTARA,SEI LEPAN,HARAPAN MAJU,LANGKAT
9715,SUMATERA UTARA,SEI LEPAN,HARAPAN MAKMUR,LANGKAT
9716,SUMATERA UTARA,SEI LEPAN,HARAPAN JAYA,LANGKAT
9717,SUMATERA UTARA,BABALAN,BRANDAN BARAT,LANGKAT
9718,SUMATERA UTARA,BABALAN,BRANDAN TIMUR BARU,LANGKAT
9719,SUMATERA UTARA,BABALAN,BRANDAN TIMUR,LANGKAT
9720,SUMATERA UTARA,BABALAN,PELAWI UTARA,LANGKAT
9721,SUMATERA UTARA,BABALAN,SECURAI UTARA,LANGKAT
9722,SUMATERA UTARA,BABALAN,PELAWI SELATAN,LANGKAT
9723,SUMATERA UTARA,BABALAN,SECURAI SELATAN,LANGKAT
9724,SUMATERA UTARA,BABALAN,TELUK MEKU,LANGKAT
9725,SUMATERA UTARA,GEBANG,PADANG LANGKAT,LANGKAT
9726,SUMATERA UTARA,GEBANG,DOGANG,LANGKAT
9727,SUMATERA UTARA,GEBANG,PALUH MANIS,LANGKAT
9728,SUMATERA UTARA,GEBANG,PEKAN GEBANG,LANGKAT
9729,SUMATERA UTARA,GEBANG,KWALA GEBANG,LANGKAT
9730,SUMATERA UTARA,GEBANG,PASAR RAWA,LANGKAT
9731,SUMATERA UTARA,GEBANG,SANGGA LIMA,LANGKAT
9732,SUMATERA UTARA,GEBANG,AIR HITAM,LANGKAT
9733,SUMATERA UTARA,GEBANG,PASIRAN,LANGKAT
9734,SUMATERA UTARA,GEBANG,PAYA BENGKUANG,LANGKAT
9735,SUMATERA UTARA,GEBANG,BUKIT MENGKIRAI,LANGKAT
9736,SUMATERA UTARA,TANJUNGPURA,LALANG,LANGKAT
9737,SUMATERA UTARA,TANJUNGPURA,PEKAN TANJUNG PURA,LANGKAT
9738,SUMATERA UTARA,TANJUNGPURA,PEMATANG TENGAH,LANGKAT
9739,SUMATERA UTARA,TANJUNGPURA,SERAPUH ASLI,LANGKAT
9740,SUMATERA UTARA,TANJUNGPURA,TELUK BAKUNG,LANGKAT
9741,SUMATERA UTARA,TANJUNGPURA,PAYA PERUPUK,LANGKAT
9742,SUMATERA UTARA,TANJUNGPURA,PEKUBUAN,LANGKAT
9743,SUMATERA UTARA,TANJUNGPURA,PEMATANG SERAI,LANGKAT
9744,SUMATERA UTARA,TANJUNGPURA,KARYA MAJU,LANGKAT
9745,SUMATERA UTARA,TANJUNGPURA,SUKA  MAJU,LANGKAT
9746,SUMATERA UTARA,TANJUNGPURA,KWALA LANGKAT,LANGKAT
9747,SUMATERA UTARA,TANJUNGPURA,PEMATANG CENGAL,LANGKAT
9748,SUMATERA UTARA,TANJUNGPURA,BUBUN,LANGKAT
9749,SUMATERA UTARA,TANJUNGPURA,TAPAK KUDA,LANGKAT
9750,SUMATERA UTARA,TANJUNGPURA,PEMATANG CENGAL BARAT,LANGKAT
9751,SUMATERA UTARA,TANJUNGPURA,BAJA KUNING,LANGKAT
9752,SUMATERA UTARA,TANJUNGPURA,PANTAI CERMIN,LANGKAT
9753,SUMATERA UTARA,TANJUNGPURA,PULAU BANYAK,LANGKAT
9754,SUMATERA UTARA,TANJUNGPURA,KWALA SERAPUH,LANGKAT
9755,SUMATERA UTARA,SECANGGANG,SUKA MULIA,LANGKAT
9756,SUMATERA UTARA,SECANGGANG,PANTAI GADING,LANGKAT
9757,SUMATERA UTARA,SECANGGANG,KARANG ANYAR,LANGKAT
9758,SUMATERA UTARA,SECANGGANG,SEI ULAR,LANGKAT
9759,SUMATERA UTARA,SECANGGANG,HINAI KIRI,LANGKAT
9760,SUMATERA UTARA,SECANGGANG,TANJUNG IBUS,LANGKAT
9761,SUMATERA UTARA,SECANGGANG,SECANGGANG,LANGKAT
9762,SUMATERA UTARA,SECANGGANG,SELOTONG,LANGKAT
9763,SUMATERA UTARA,SECANGGANG,KWALA BESAR,LANGKAT
9764,SUMATERA UTARA,SECANGGANG,KARANG GADING,LANGKAT
9765,SUMATERA UTARA,SECANGGANG,TELAGA JERNIH,LANGKAT
9766,SUMATERA UTARA,SECANGGANG,CINTA RAJA,LANGKAT
9767,SUMATERA UTARA,SECANGGANG,TELUK,LANGKAT
9768,SUMATERA UTARA,SECANGGANG,PERKOTAAN,LANGKAT
9769,SUMATERA UTARA,SECANGGANG,KEPALA SUNGAI,LANGKAT
9770,SUMATERA UTARA,SECANGGANG,JARING HALUS,LANGKAT
9771,SUMATERA UTARA,HINAI,SUKA DAMAI TIMUR,LANGKAT
9772,SUMATERA UTARA,HINAI,TAMARAN,LANGKAT
9773,SUMATERA UTARA,HINAI,CEMPA,LANGKAT
9774,SUMATERA UTARA,HINAI,MUKA PAYA,LANGKAT
9775,SUMATERA UTARA,HINAI,TANJUNG MULIA,LANGKAT
9776,SUMATERA UTARA,HINAI,KEBUN LADA,LANGKAT
9777,SUMATERA UTARA,HINAI,SUKA DAMAI,LANGKAT
9778,SUMATERA UTARA,HINAI,HINAI KANAN,LANGKAT
9779,SUMATERA UTARA,HINAI,PAYA RENGAS,LANGKAT
9780,SUMATERA UTARA,HINAI,BARU PASAR 8,LANGKAT
9781,SUMATERA UTARA,HINAI,SUKA JADI,LANGKAT
9782,SUMATERA UTARA,HINAI,PERKEBUNAN TANJUNG BERINGIN,LANGKAT
9783,SUMATERA UTARA,PADANG TUALANG,PADANG TUALANG,LANGKAT
9784,SUMATERA UTARA,PADANG TUALANG,TANJUNG PUTUS,LANGKAT
9785,SUMATERA UTARA,PADANG TUALANG,SUKARAMAI,LANGKAT
9786,SUMATERA UTARA,PADANG TUALANG,BUKIT SARI,LANGKAT
9787,SUMATERA UTARA,PADANG TUALANG,BULUH TELANG,LANGKAT
9788,SUMATERA UTARA,PADANG TUALANG,TEBING TANJUNG SELAMAT,LANGKAT
9789,SUMATERA UTARA,PADANG TUALANG,BANJARAN RAYA,LANGKAT
9790,SUMATERA UTARA,PADANG TUALANG,SERAPUH ABC,LANGKAT
9791,SUMATERA UTARA,PADANG TUALANG,KWALA BESILAM,LANGKAT
9792,SUMATERA UTARA,PADANG TUALANG,TANJUNG SELAMAT,LANGKAT
9793,SUMATERA UTARA,PADANG TUALANG,BESILAM,LANGKAT
9794,SUMATERA UTARA,PADANG TUALANG,JATI SARI,LANGKAT
9795,SUMATERA UTARA,SAWIT SEBERANG,ALUR GADUNG,LANGKAT
9796,SUMATERA UTARA,SAWIT SEBERANG,SIMPANG TIGA SAWIT SEBERANG,LANGKAT
9797,SUMATERA UTARA,SAWIT SEBERANG,ALUR MELATI,LANGKAT
9798,SUMATERA UTARA,SAWIT SEBERANG,SEI LITUR TASIK,LANGKAT
9799,SUMATERA UTARA,SAWIT SEBERANG,MEKAR SAWIT,LANGKAT
9800,SUMATERA UTARA,SAWIT SEBERANG,SAWIT SEBERANG,LANGKAT
9801,SUMATERA UTARA,BATANG SERANGAN,SEI SERDANG,LANGKAT
9802,SUMATERA UTARA,BATANG SERANGAN,KWALA MUSAM,LANGKAT
9803,SUMATERA UTARA,BATANG SERANGAN,NAMU SIALANG,LANGKAT
9804,SUMATERA UTARA,BATANG SERANGAN,KARYA JADI,LANGKAT
9805,SUMATERA UTARA,BATANG SERANGAN,PALUH PAKEH BABUSALAM,LANGKAT
9806,SUMATERA UTARA,BATANG SERANGAN,BATANG SERANGAN,LANGKAT
9807,SUMATERA UTARA,WAMPU,JENTERA STABAT,LANGKAT
9808,SUMATERA UTARA,WAMPU,MEKAR JAYA,LANGKAT
9809,SUMATERA UTARA,WAMPU,PAYA TUSAM,LANGKAT
9810,SUMATERA UTARA,WAMPU,PERTUMBUKAN,LANGKAT
9811,SUMATERA UTARA,WAMPU,STABAT LAMA BARAT,LANGKAT
9812,SUMATERA UTARA,WAMPU,STABAT LAMA,LANGKAT
9813,SUMATERA UTARA,WAMPU,SUMBER MULYO,LANGKAT
9814,SUMATERA UTARA,WAMPU,KEBUN BALOK,LANGKAT
9815,SUMATERA UTARA,WAMPU,BUKIT MELINTANG,LANGKAT
9816,SUMATERA UTARA,WAMPU,GERGAS,LANGKAT
9817,SUMATERA UTARA,WAMPU,BESILAM BUKIT LEMBASA,LANGKAT
9818,SUMATERA UTARA,WAMPU,GOHOR LAMA,LANGKAT
9819,SUMATERA UTARA,STABAT,PAYA MABAR,LANGKAT
9820,SUMATERA UTARA,STABAT,DENDANG,LANGKAT
9821,SUMATERA UTARA,STABAT,KARANG REJO,LANGKAT
9822,SUMATERA UTARA,STABAT,MANGGA,LANGKAT
9823,SUMATERA UTARA,STABAT,KWALA GUMIT,LANGKAT
9824,SUMATERA UTARA,STABAT,ARA CONDONG,LANGKAT
9825,SUMATERA UTARA,STABAT,PERDAMAIAN,LANGKAT
9826,SUMATERA UTARA,STABAT,BANYUMAS,LANGKAT
9827,SUMATERA UTARA,STABAT,PANTAI GEMI,LANGKAT
9828,SUMATERA UTARA,STABAT,SIDOMULYO,LANGKAT
9829,SUMATERA UTARA,BINJAI,PERDAMAIAN,LANGKAT
9830,SUMATERA UTARA,BINJAI,KWALA GUMIT,LANGKAT
9831,SUMATERA UTARA,BINJAI,SUKA MAKMUR,LANGKAT
9832,SUMATERA UTARA,BINJAI,SIDOMULIA,LANGKAT
9833,SUMATERA UTARA,BINJAI,SINDANG REJO,LANGKAT
9834,SUMATERA UTARA,BINJAI,SAMBI REJO,LANGKAT
9835,SUMATERA UTARA,BINJAI,TANJUNG JATI,LANGKAT
9836,SUMATERA UTARA,SELESAI,KUALA AIR HITAM,LANGKAT
9837,SUMATERA UTARA,SELESAI,MANCANG,LANGKAT
9838,SUMATERA UTARA,SELESAI,SEI LIMBAT,LANGKAT
9839,SUMATERA UTARA,SELESAI,PEKAN SELESAI,LANGKAT
9840,SUMATERA UTARA,SELESAI,BEKULAP,LANGKAT
9841,SUMATERA UTARA,SELESAI,PERHIASAN,LANGKAT
9842,SUMATERA UTARA,SELESAI,KUTA PARIT,LANGKAT
9843,SUMATERA UTARA,SELESAI,LAU MULGAP,LANGKAT
9844,SUMATERA UTARA,SELESAI,PADANG CERMIN,LANGKAT
9845,SUMATERA UTARA,SELESAI,TANJUNG MERAHE,LANGKAT
9846,SUMATERA UTARA,SELESAI,PADANG BRAHRANG,LANGKAT
9847,SUMATERA UTARA,SELESAI,SELAYANG,LANGKAT
9848,SUMATERA UTARA,SELESAI,SELAYANG BARU,LANGKAT
9849,SUMATERA UTARA,KUALA,BEKIUN,LANGKAT
9850,SUMATERA UTARA,KUALA,DALAN NAMAN,LANGKAT
9851,SUMATERA UTARA,KUALA,SEI PENJARA,LANGKAT
9852,SUMATERA UTARA,KUALA,RAJA TENGAH,LANGKAT
9853,SUMATERA UTARA,KUALA,GARUNGGANG,LANGKAT
9854,SUMATERA UTARA,KUALA,BESADI,LANGKAT
9855,SUMATERA UTARA,KUALA,BERUAM,LANGKAT
9856,SUMATERA UTARA,KUALA,PARIT BINDU,LANGKAT
9857,SUMATERA UTARA,KUALA,BLANKAHAN,LANGKAT
9858,SUMATERA UTARA,KUALA,SUKA DAMAI,LANGKAT
9859,SUMATERA UTARA,KUALA,PEKAN KUALA,LANGKAT
9860,SUMATERA UTARA,KUALA,SIDO MAKMUR,LANGKAT
9861,SUMATERA UTARA,KUALA,BALAI KASIH,LANGKAT
9862,SUMATERA UTARA,KUALA,BELA RAKYAT,LANGKAT
9863,SUMATERA UTARA,SEI BINGAI,EMPLASMEN KWALA MENCIRIM,LANGKAT
9864,SUMATERA UTARA,SEI BINGAI,PASAR VI KWALA MENCIRIM,LANGKAT
9865,SUMATERA UTARA,SEI BINGAI,PURWO BINANGUN,LANGKAT
9866,SUMATERA UTARA,SEI BINGAI,PASAR IV NAMU TERASI,LANGKAT
9867,SUMATERA UTARA,SEI BINGAI,NAMU UKUR UTARA,LANGKAT
9868,SUMATERA UTARA,SEI BINGAI,PASAR 8 NAMU TERASI,LANGKAT
9869,SUMATERA UTARA,SEI BINGAI,DURIAN LINGGA,LANGKAT
9870,SUMATERA UTARA,SEI BINGAI,GUNUNG AMBAT,LANGKAT
9871,SUMATERA UTARA,SEI BINGAI,SIMPANG KUTA BULUH,LANGKAT
9872,SUMATERA UTARA,SEI BINGAI,PEKAN SAWAH,LANGKAT
9873,SUMATERA UTARA,SEI BINGAI,TANJUNG GUNUNG,LANGKAT
9874,SUMATERA UTARA,SEI BINGAI,RUMAH GALUH,LANGKAT
9875,SUMATERA UTARA,SEI BINGAI,TELAGAH,LANGKAT
9876,SUMATERA UTARA,SEI BINGAI,BELINTENG,LANGKAT
9877,SUMATERA UTARA,SEI BINGAI,NAMU UKUR SELATAN,LANGKAT
9878,SUMATERA UTARA,SEI BINGAI,MEKAR JAYA,LANGKAT
9879,SUMATERA UTARA,KUTAMBARU,NAMO TERAS,LANGKAT
9880,SUMATERA UTARA,KUTAMBARU,KUTA GAJAH,LANGKAT
9881,SUMATERA UTARA,KUTAMBARU,PERKEBUNAN MARIKE,LANGKAT
9882,SUMATERA UTARA,KUTAMBARU,KUTAMBARU,LANGKAT
9883,SUMATERA UTARA,KUTAMBARU,SULKAM,LANGKAT
9884,SUMATERA UTARA,SALAPIAN,UJUNG TERAN,LANGKAT
9885,SUMATERA UTARA,SALAPIAN,LAU TEPU,LANGKAT
9886,SUMATERA UTARA,SALAPIAN,PERKEBUNAN TAMBUNAN,LANGKAT
9887,SUMATERA UTARA,SALAPIAN,GLUGUR LANGKAT,LANGKAT
9888,SUMATERA UTARA,SALAPIAN,UJUNG BANDAR,LANGKAT
9889,SUMATERA UTARA,SALAPIAN,PONCO WARNO,LANGKAT
9890,SUMATERA UTARA,SALAPIAN,PAMAH TAMBUNAN,LANGKAT
9891,SUMATERA UTARA,SALAPIAN,TURANGI,LANGKAT
9892,SUMATERA UTARA,SALAPIAN,LAU LUGUR,LANGKAT
9893,SUMATERA UTARA,SALAPIAN,ADIN TENGAH,LANGKAT
9894,SUMATERA UTARA,SALAPIAN,PARANGGUAM,LANGKAT
9895,SUMATERA UTARA,SALAPIAN,BANDAR TELU,LANGKAT
9896,SUMATERA UTARA,SALAPIAN,TANJUNG LANGKAT,LANGKAT
9897,SUMATERA UTARA,SALAPIAN,NAMAN JAHE,LANGKAT
9898,SUMATERA UTARA,SALAPIAN,PANCUR IDO,LANGKAT
9899,SUMATERA UTARA,SERAPIT,SUKA PULUNG,LANGKAT
9900,SUMATERA UTARA,SERAPIT,AMAN DAMAI,LANGKAT
9901,SUMATERA UTARA,SERAPIT,TANJUNG KERIAHAN,LANGKAT
9902,SUMATERA UTARA,SERAPIT,PERKEBUNAN AMAL TANI,LANGKAT
9903,SUMATERA UTARA,SERAPIT,SUMBER JAYA,LANGKAT
9904,SUMATERA UTARA,SERAPIT,SIRAPIT,LANGKAT
9905,SUMATERA UTARA,SERAPIT,PULAU SEMIKAT,LANGKAT
9906,SUMATERA UTARA,SERAPIT,SEBERTUNG,LANGKAT
9907,SUMATERA UTARA,BOHOROK,PERKEBUNAN SEI MUSAM,LANGKAT
9908,SUMATERA UTARA,BOHOROK,SIMPANG PULAU RAMBUNG,LANGKAT
9909,SUMATERA UTARA,BOHOROK,EMPUS,LANGKAT
9910,SUMATERA UTARA,BOHOROK,PEKAN BAHOROK,LANGKAT
9911,SUMATERA UTARA,BOHOROK,SEMATAR,LANGKAT
9912,SUMATERA UTARA,BOHOROK,MUSAM PEMBANGUNAN,LANGKAT
9913,SUMATERA UTARA,BOHOROK,SEI MUSAM KENDIT,LANGKAT
9914,SUMATERA UTARA,BOHOROK,TANJUNG LENGGANG,LANGKAT
9915,SUMATERA UTARA,BOHOROK,SUKA RAKYAT,LANGKAT
9916,SUMATERA UTARA,BOHOROK,PERKEBUNAN BUNGARA,LANGKAT
9917,SUMATERA UTARA,BOHOROK,TIMBANG LAWAN,LANGKAT
9918,SUMATERA UTARA,BOHOROK,PERKEBUNAN PULAU RAMBUNG,LANGKAT
9919,SUMATERA UTARA,BOHOROK,PERKEBUNAN TURANGI,LANGKAT
9920,SUMATERA UTARA,BOHOROK,BUKIT LAWANG,LANGKAT
9921,SUMATERA UTARA,BOHOROK,SAMPE RAYA,LANGKAT
9922,SUMATERA UTARA,BOHOROK,TIMBANG JAYA,LANGKAT
9923,SUMATERA UTARA,STABAT,KWALA BINGAI,LANGKAT
9924,SUMATERA UTARA,KUTAMBARU,RAMPAH,LANGKAT
9925,SUMATERA UTARA,SELESAI,NAMBIKI,LANGKAT
9926,SUMATERA UTARA,SALAPIAN,MINTA KASIH,LANGKAT
9927,SUMATERA UTARA,KUALA,NAMU MBELIN,LANGKAT
