sut,komoditas,provinsi,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
,,,,,,,,,,input,tenaga kerja padi,pemanenan,rp,,,hok,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja padi,pengeringan,rp,,,hok,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja sawit,pembuatan lubang,rp,120000,120000,hok,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja sawit,penanaman,rp,120000,120000,hok,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja sawit,Pembersihan piringan,rp,120000,120000,hok,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja sawit,Pruning,rp,120000,120000,hok,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
,,,,,,,,,,input,tenaga kerja sawit,Penyemprotan,rp,120000,120000,hok,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,,,,,,input,tenaga kerja sawit,Pemupukan,rp,120000,120000,hok,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
,,,,,,,,,,input,tenaga kerja sawit,pemanenan,rp,120000,120000,hok,,,3.068498713,11.56495283,22.79268868,36.60301887,37.96877358,41.0788725,48.33948113,50.87221698,46.83240566,54.72325472,55.17485849,45.76316038,50.50339623,44.66882075,47.05627358,56.99334906,44.71683962,55.00915094,57.26646226,46.11259434,39.58316038,38.75,37,25,25,25,25,25
,,,,,,,,,,output,sampingan,padi,rp/kg,12000,12000,kg,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,output,utama,tbs,rp/kg,1100,1100,kg,0,0,1006.57648,3793.714973,7476.810808,12007.08924,12455.10526,13475.32809,15857.0654,16687.89264,15362.69116,17951.1697,18099.31176,15011.94076,16566.90635,14652.95852,15436.12778,18695.84121,14668.71041,18044.95381,18785.43203,15126.5675,12984.68143,12711.37525,12137.31314,8200.88726,8200.88726,8200.88726,8200.88726,8200.88726
,,,,,,,,,,modal kapital,modal kapital privat,capital expenditure,rp,,,,0,0,45342.49357,42482.27058,56138.67925,69051.65094,6828.773585,15550.49458,36303.04316,12663.67925,-20199.0566,39454.24528,2258.018868,-47058.49057,23701.17925,-29172.87736,11937.26415,49685.37736,-61382.54717,51461.5566,11286.5566,-55769.33962,-32647.16981,-4165.801887,-8750,-60000,0,0,0,-155000
,,,,,,,,,,modal kapital,modal kapital sosial,capital expenditure,rp,,,,0,0,45342.49357,42482.27058,56138.67925,69051.65094,6828.773585,15550.49458,36303.04316,12663.67925,-20199.0566,39454.24528,2258.018868,-47058.49057,23701.17925,-29172.87736,11937.26415,49685.37736,-61382.54717,51461.5566,11286.5566,-55769.33962,-32647.16981,-4165.801887,-8750,-60000,0,0,0,-155000
